ID,Name,Service,Cadre,Reference_Value,Qualification,Subject,Division,Source,Category_of_Subject
UP028600,Dr.(Ms.) N S Achuthan,Indian Administrative Service,Uttar Pradesh,3,Certificate,Soviet Studies,Ordinary,Supremo,Social Science and Liberal Arts
UP028600,Dr.(Ms.) N S Achuthan,Indian Administrative Service,Uttar Pradesh,4,Graduate,History,Second,Supremo,Social Science and Liberal Arts
UP028600,Dr.(Ms.) N S Achuthan,Indian Administrative Service,Uttar Pradesh,5,M.Phil.,Intnl Relations,-,Supremo,"Governance, Law and Management"
UP028600,Dr.(Ms.) N S Achuthan,Indian Administrative Service,Uttar Pradesh,6,P.G.,History,Second,Supremo,Social Science and Liberal Arts
UP028600,Dr.(Ms.) N S Achuthan,Indian Administrative Service,Uttar Pradesh,7,Ph. D.,Political Sc.,Ordinary,Supremo,Social Science and Liberal Arts
UP028700,Shri Vinod Kumar Mittal,Indian Administrative Service,Uttar Pradesh,0,Certificate,German,Third,Supremo,Languages and Fine Arts
UP028700,Shri Vinod Kumar Mittal,Indian Administrative Service,Uttar Pradesh,1,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
UP028700,Shri Vinod Kumar Mittal,Indian Administrative Service,Uttar Pradesh,2,Graduate,Law,First,Supremo,"Governance, Law and Management"
UP028900,Shri Dm Misra,Indian Administrative Service,Uttar Pradesh,0,Graduate,Mech.engg.,First,Supremo,"Engineering, Technology and Mathematics"
UP029000,Shri Sp Arya,Indian Administrative Service,Uttar Pradesh,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
UP029000,Shri Sp Arya,Indian Administrative Service,Uttar Pradesh,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
UP029000,Shri Sp Arya,Indian Administrative Service,Uttar Pradesh,2,P.G.,Geography,Second,Supremo,Social Science and Liberal Arts
UP029100,Shri Naginder Singh,Indian Administrative Service,Uttar Pradesh,0,Graduate,English,Third,Supremo,Languages and Fine Arts
UP029100,Shri Naginder Singh,Indian Administrative Service,Uttar Pradesh,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
UP029101,Ms. Uma Pillai,Indian Administrative Service,Uttar Pradesh,0,Graduate,English Lit,First,Supremo,Languages and Fine Arts
UP029101,Ms. Uma Pillai,Indian Administrative Service,Uttar Pradesh,1,P.G.,English Lit,First,Supremo,Languages and Fine Arts
UP029104,Shri B M Vohra,Indian Administrative Service,Uttar Pradesh,0,Graduate,Economics,Third,Supremo,Social Science and Liberal Arts
UT007000,Shri M K Bezboruah,Indian Administrative Service,A G M U T,0,Graduate,English,Second,Supremo,Languages and Fine Arts
UT007100,Shri Tt Joseph,Indian Administrative Service,A G M U T,0,Diploma,French,Ordinary,Supremo,Languages and Fine Arts
UT007100,Shri Tt Joseph,Indian Administrative Service,A G M U T,1,Graduate,Physics,First,Supremo,Natural Sciences
UT007300,Shri V K Duggal,Indian Administrative Service,A G M U T,0,Graduate,English,Second,Supremo,Languages and Fine Arts
UT007300,Shri V K Duggal,Indian Administrative Service,A G M U T,1,P.G.,Rural Economics,Ordinary,Supremo,Social Science and Liberal Arts
UT007400,Shri Narendra Prasad,Indian Administrative Service,A G M U T,0,Graduate,English,Second,Supremo,Languages and Fine Arts
UT007500,Shri S Regunathan,Indian Administrative Service,A G M U T,0,Graduate,Physics,Third,Supremo,Natural Sciences
UT008200,Shri Tr Das,Indian Administrative Service,A G M U T,0,Graduate,Geography,Second,Supremo,Social Science and Liberal Arts
UT008200,Shri Tr Das,Indian Administrative Service,A G M U T,1,P.G.,Geography,Second,Supremo,Social Science and Liberal Arts
GJ015100,Shri Sunil Sud,Indian Administrative Service,Gujarat,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
GJ015100,Shri Sunil Sud,Indian Administrative Service,Gujarat,1,P.G.,Business Admn.,Ordinary,Supremo,"Governance, Law and Management"
GJ015200,Dr. Kk Kak,Indian Administrative Service,Gujarat,0,Graduate,Law,Second,Supremo,"Governance, Law and Management"
GJ015200,Dr. Kk Kak,Indian Administrative Service,Gujarat,1,Graduate,Zoology,Second,Supremo,Natural Sciences
GJ015200,Dr. Kk Kak,Indian Administrative Service,Gujarat,2,P.G.,Anthropology,Ordinary,Supremo,Social Science and Liberal Arts
GJ015200,Dr. Kk Kak,Indian Administrative Service,Gujarat,3,Ph. D.,Anthropology,Ordinary,Supremo,Social Science and Liberal Arts
GJ015300,Shri Cheruvettolil Kochkoshy Koshy,Indian Administrative Service,Gujarat,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
GJ015300,Shri Cheruvettolil Kochkoshy Koshy,Indian Administrative Service,Gujarat,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
GJ015400,Shri Kundan Lal,Indian Administrative Service,Gujarat,0,Graduate,Sanskrit,Second,Supremo,Languages and Fine Arts
HP004400,Shri Arvind Kaul,Indian Administrative Service,Himachal Pradesh,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
HP004400,Shri Arvind Kaul,Indian Administrative Service,Himachal Pradesh,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
HP004500,Shri Vinod Lall,Indian Administrative Service,Himachal Pradesh,0,Graduate,History,Third,Supremo,Social Science and Liberal Arts
HP004500,Shri Vinod Lall,Indian Administrative Service,Himachal Pradesh,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
HY008600,Shri Lm Mehta,Indian Administrative Service,Haryana,0,Graduate,English,First,Supremo,Languages and Fine Arts
HY008600,Shri Lm Mehta,Indian Administrative Service,Haryana,1,P.G.,Dev Studies,Not Awarded,Supremo,Social Science and Liberal Arts
HY008700,Ms. Veena Eagleton,Indian Administrative Service,Haryana,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
HY008700,Ms. Veena Eagleton,Indian Administrative Service,Haryana,1,P.G.,History,Second,Supremo,Social Science and Liberal Arts
HY008800,Shri G Madhavan,Indian Administrative Service,Haryana,0,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
HY008800,Shri G Madhavan,Indian Administrative Service,Haryana,1,P.G.,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
HY008900,Ms. Komal Anand,Indian Administrative Service,Haryana,0,Diploma,Marketing Mgt,Ordinary,Supremo,"Governance, Law and Management"
HY008900,Ms. Komal Anand,Indian Administrative Service,Haryana,1,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
HY008900,Ms. Komal Anand,Indian Administrative Service,Haryana,2,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
HY009000,Shri Td Jogpal,Indian Administrative Service,Haryana,0,Graduate,Education,Second,Supremo,Others
HY009000,Shri Td Jogpal,Indian Administrative Service,Haryana,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
HY009000,Shri Td Jogpal,Indian Administrative Service,Haryana,2,Graduate,Political Sc.,Third,Supremo,Social Science and Liberal Arts
HY009000,Shri Td Jogpal,Indian Administrative Service,Haryana,3,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
HY009004,Ms. Reva Nayyar,Indian Administrative Service,Haryana,0,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
HY009004,Ms. Reva Nayyar,Indian Administrative Service,Haryana,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
JK002600,Shri H.L.Kadlabaju,Indian Administrative Service,Jammu & Kashmir,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
JK002600,Shri H.L.Kadlabaju,Indian Administrative Service,Jammu & Kashmir,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
JK002700,Shri Sukhdev Singh,Indian Administrative Service,Jammu & Kashmir,0,Graduate,Law,Second,Supremo,"Governance, Law and Management"
JK002700,Shri Sukhdev Singh,Indian Administrative Service,Jammu & Kashmir,1,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
JK002701,Dr. Sudhir Singh Bloeria,Indian Administrative Service,Jammu & Kashmir,0,Graduate,Chemistry,Second,Supremo,Natural Sciences
JK002701,Dr. Sudhir Singh Bloeria,Indian Administrative Service,Jammu & Kashmir,1,P.G.,History,Second,Supremo,Social Science and Liberal Arts
JK002701,Dr. Sudhir Singh Bloeria,Indian Administrative Service,Jammu & Kashmir,2,Ph. D.,History,Ordinary,Supremo,Social Science and Liberal Arts
KL008300,Shri Ms Joseph,Indian Administrative Service,Kerala,0,Graduate,Economics,Third,Supremo,Social Science and Liberal Arts
KL008300,Shri Ms Joseph,Indian Administrative Service,Kerala,1,P.G.,Economics,Third,Supremo,Social Science and Liberal Arts
KL008301,Shri C Ramachandran,Indian Administrative Service,Kerala,0,Graduate,Physics,First,Supremo,Natural Sciences
KL008302,Shri Palat Mohan Das,Indian Administrative Service,Kerala,0,Diploma,Public Admn,Ordinary,Supremo,"Governance, Law and Management"
KL008302,Shri Palat Mohan Das,Indian Administrative Service,Kerala,1,Graduate,Physics,Third,Supremo,Natural Sciences
KL008302,Shri Palat Mohan Das,Indian Administrative Service,Kerala,2,P.G.,Business Admn.,Ordinary,Supremo,"Governance, Law and Management"
KN013600,Shri Ssm Sundaram,Indian Administrative Service,Karnataka,0,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
KN013600,Shri Ssm Sundaram,Indian Administrative Service,Karnataka,1,P.G.,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
KN013900,Shri C Muniswamy,Indian Administrative Service,Karnataka,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
KN013900,Shri C Muniswamy,Indian Administrative Service,Karnataka,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
KN013901,Shri V K K Gore,Indian Administrative Service,Karnataka,0,Graduate,Physics,Third,Supremo,Natural Sciences
KN013901,Shri V K K Gore,Indian Administrative Service,Karnataka,1,Graduate,Public Admn,Third,Supremo,"Governance, Law and Management"
WB017800,Shri H P Roy,Indian Administrative Service,West Bengal,0,Graduate,Geology,First,Supremo,Natural Sciences
WB017800,Shri H P Roy,Indian Administrative Service,West Bengal,1,P.G.,Geology,First,Supremo,Natural Sciences
WB017803,Shri Bn Mukherjee,Indian Administrative Service,West Bengal,0,Graduate,Accountancy,First,Supremo,Finance
WB017900,Shri Sk Magon,Indian Administrative Service,West Bengal,0,Graduate,Economics,Third,Supremo,Social Science and Liberal Arts
WB017900,Shri Sk Magon,Indian Administrative Service,West Bengal,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
WB017900,Shri Sk Magon,Indian Administrative Service,West Bengal,2,P.G.,History,Second,Supremo,Social Science and Liberal Arts
WB018100,Shri Rk Prasannan,Indian Administrative Service,West Bengal,0,Graduate,English Lit,Second,Supremo,Languages and Fine Arts
WB018100,Shri Rk Prasannan,Indian Administrative Service,West Bengal,1,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
WB018200,Shri Tk Das,Indian Administrative Service,West Bengal,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
WB018200,Shri Tk Das,Indian Administrative Service,West Bengal,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
WB018201,Shri R Sivasailam,Indian Administrative Service,West Bengal,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
AP018200,Shri Sk Pachauri,Indian Administrative Service,Andhra Pradesh,0,Graduate,History,Third,Supremo,Social Science and Liberal Arts
AP018200,Shri Sk Pachauri,Indian Administrative Service,Andhra Pradesh,1,LL.B.,Law,Second,Supremo,"Governance, Law and Management"
AP018500,Shri Ks Sarma,Indian Administrative Service,Andhra Pradesh,0,Certificate,Planning.,Ordinary,Supremo,"Governance, Law and Management"
AP018500,Shri Ks Sarma,Indian Administrative Service,Andhra Pradesh,1,Diploma,Dev Adm,First,Supremo,"Governance, Law and Management"
AP018500,Shri Ks Sarma,Indian Administrative Service,Andhra Pradesh,2,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
AP018500,Shri Ks Sarma,Indian Administrative Service,Andhra Pradesh,3,P.G.,Statistics,First,Supremo,"Engineering, Technology and Mathematics"
HP004600,Shri Shamsher Singh Kanwar,Indian Administrative Service,Himachal Pradesh,0,Graduate,History,Third,Supremo,Social Science and Liberal Arts
HP004600,Shri Shamsher Singh Kanwar,Indian Administrative Service,Himachal Pradesh,1,P.G.,English,Second,Supremo,Languages and Fine Arts
HY008500,Shri Dhanendra Kumar,Indian Administrative Service,Haryana,0,Diploma,Music,First,Supremo,Languages and Fine Arts
HY008500,Shri Dhanendra Kumar,Indian Administrative Service,Haryana,1,Graduate,Physics,First,Supremo,Natural Sciences
HY008500,Shri Dhanendra Kumar,Indian Administrative Service,Haryana,2,P.G.,Physics,First,Supremo,Natural Sciences
JK002500,Shri Wajahat Habibullah,Indian Administrative Service,Jammu & Kashmir,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
JK002500,Shri Wajahat Habibullah,Indian Administrative Service,Jammu & Kashmir,1,P.G.,History,First,Supremo,Social Science and Liberal Arts
KL008200,Shri Babu Jacob,Indian Administrative Service,Kerala,0,Graduate,Civil Engg,First,Supremo,"Engineering, Technology and Mathematics"
KN013700,Shri Dhirendra Singh,Indian Administrative Service,Karnataka,0,Graduate,Physics,Second,Supremo,Natural Sciences
KN013700,Shri Dhirendra Singh,Indian Administrative Service,Karnataka,1,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
KN013800,Shri J Vasudevan,Indian Administrative Service,Karnataka,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
KN013800,Shri J Vasudevan,Indian Administrative Service,Karnataka,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
KN013800,Shri J Vasudevan,Indian Administrative Service,Karnataka,2,P.G.,Epidemiology,Ordinary,Supremo,Medical
MH021900,Shri Gc Tripathy,Indian Administrative Service,Maharashtra,0,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
MH021900,Shri Gc Tripathy,Indian Administrative Service,Maharashtra,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
MP021009,Shri Kc Dubey,Indian Administrative Service,Madhya Pradesh,0,Diploma,Chemistry,Second,Supremo,Natural Sciences
MP021009,Shri Kc Dubey,Indian Administrative Service,Madhya Pradesh,1,Graduate,Geology,First,Supremo,Natural Sciences
MP021009,Shri Kc Dubey,Indian Administrative Service,Madhya Pradesh,2,P.G.,Geology,Second,Supremo,Natural Sciences
MP021300,Shri N K Narad,Indian Administrative Service,Madhya Pradesh,0,Graduate,Economics,Third,Supremo,Social Science and Liberal Arts
MP021300,Shri N K Narad,Indian Administrative Service,Madhya Pradesh,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
RJ013800,Shri Narendra Singh Sisodia,Indian Administrative Service,Rajasthan,0,Graduate,History,Third,Supremo,Social Science and Liberal Arts
RJ013800,Shri Narendra Singh Sisodia,Indian Administrative Service,Rajasthan,1,P.G.,History,First,Supremo,Social Science and Liberal Arts
RJ013800,Shri Narendra Singh Sisodia,Indian Administrative Service,Rajasthan,2,P.G.,Public Admn,First,Supremo,"Governance, Law and Management"
UP028500,Shri Kk Jaswal,Indian Administrative Service,Uttar Pradesh,0,Diploma,French,First,Supremo,Languages and Fine Arts
UP028500,Shri Kk Jaswal,Indian Administrative Service,Uttar Pradesh,1,Graduate,Geology,First,Supremo,Natural Sciences
UP028500,Shri Kk Jaswal,Indian Administrative Service,Uttar Pradesh,2,LL.B.,Law,Second,Supremo,"Governance, Law and Management"
UP028500,Shri Kk Jaswal,Indian Administrative Service,Uttar Pradesh,3,P.G.,Geology,First,Supremo,Natural Sciences
UP028500,Shri Kk Jaswal,Indian Administrative Service,Uttar Pradesh,4,P.G.,Management,First,Supremo,"Engineering, Technology and Mathematics"
UT006900,Ms. Vineeta Rai,Indian Administrative Service,A G M U T,0,Certificate,Spanish,Ordinary,Supremo,Languages and Fine Arts
UT006900,Ms. Vineeta Rai,Indian Administrative Service,A G M U T,1,Graduate,American Civiln,Ordinary,Supremo,Social Science and Liberal Arts
UT006900,Ms. Vineeta Rai,Indian Administrative Service,A G M U T,2,Graduate,History,Second,Supremo,Social Science and Liberal Arts
UT007200,Shri Ganga Das,Indian Administrative Service,A G M U T,0,Graduate,Commerce,Third,Supremo,Finance
UT007200,Shri Ganga Das,Indian Administrative Service,A G M U T,1,P.G.,Commerce,Second,Supremo,Finance
WB018000,Shri Mmk Sardana,Indian Administrative Service,West Bengal,0,Graduate,Physics,First,Supremo,Natural Sciences
WB018000,Shri Mmk Sardana,Indian Administrative Service,West Bengal,1,P.G.,Physics,First,Supremo,Natural Sciences
MH021400,Shri Ramunni Menon Premkumar,Indian Administrative Service,Maharashtra,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
MH021400,Shri Ramunni Menon Premkumar,Indian Administrative Service,Maharashtra,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
MH021400,Shri Ramunni Menon Premkumar,Indian Administrative Service,Maharashtra,2,P.G.,History,First,Supremo,Social Science and Liberal Arts
MH021600,Shri Daniel Trevelyn Joseph,Indian Administrative Service,Maharashtra,0,Graduate,English Lit,First,Supremo,Languages and Fine Arts
MH021600,Shri Daniel Trevelyn Joseph,Indian Administrative Service,Maharashtra,1,P.G.,English Lit,First,Supremo,Languages and Fine Arts
MH021700,Shri Rajendra Singh,Indian Administrative Service,Maharashtra,0,Diploma,French,Ordinary,Supremo,Languages and Fine Arts
MH021700,Shri Rajendra Singh,Indian Administrative Service,Maharashtra,1,Diploma,Intrnl Business,Ordinary,Supremo,"Governance, Law and Management"
MH021700,Shri Rajendra Singh,Indian Administrative Service,Maharashtra,2,Graduate,Geology,Second,Supremo,Natural Sciences
MH021700,Shri Rajendra Singh,Indian Administrative Service,Maharashtra,3,P.G.,Economics,Ordinary,Supremo,Social Science and Liberal Arts
MH021700,Shri Rajendra Singh,Indian Administrative Service,Maharashtra,4,P.G.,Geology,First,Supremo,Natural Sciences
MH021700,Shri Rajendra Singh,Indian Administrative Service,Maharashtra,5,PG Diploma,Intrnl Business,Ordinary,Supremo,"Governance, Law and Management"
MH021800,Shri Suresh Kumar,Indian Administrative Service,Maharashtra,0,Graduate,Civil Engg,First,Supremo,"Engineering, Technology and Mathematics"
MH022000,Shri Ravi Bhushan Budhiraja,Indian Administrative Service,Maharashtra,0,Graduate,Law,First,Supremo,"Governance, Law and Management"
MH022000,Shri Ravi Bhushan Budhiraja,Indian Administrative Service,Maharashtra,1,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
MH022000,Shri Ravi Bhushan Budhiraja,Indian Administrative Service,Maharashtra,2,P.G.,Law,Second,Supremo,"Governance, Law and Management"
MH022000,Shri Ravi Bhushan Budhiraja,Indian Administrative Service,Maharashtra,3,P.G.,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
MH022100,Shri Ak Phukan,Indian Administrative Service,Maharashtra,0,Graduate,Physics,Second,Supremo,Natural Sciences
MH022200,Shri Ss Jamwal,Indian Administrative Service,Maharashtra,0,Graduate,English,Third,Supremo,Languages and Fine Arts
MH022200,Shri Ss Jamwal,Indian Administrative Service,Maharashtra,1,P.G.,Political Sc.,Third,Supremo,Social Science and Liberal Arts
MH022300,Shri Ks Baroi,Indian Administrative Service,Maharashtra,0,Graduate,Physics,Ordinary,Supremo,Natural Sciences
MH022304,Shri Pp Godshalwar,Indian Administrative Service,Maharashtra,0,Graduate,Physics,First,Supremo,Natural Sciences
MH022304,Shri Pp Godshalwar,Indian Administrative Service,Maharashtra,1,P.G.,Chemistry,First,Supremo,Natural Sciences
MH022305,Shri Mp Lawale,Indian Administrative Service,Maharashtra,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
MH022305,Shri Mp Lawale,Indian Administrative Service,Maharashtra,1,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
MH022400,Ms. Shashi Misra,Indian Administrative Service,Maharashtra,0,Graduate,English,Second,Supremo,Languages and Fine Arts
MH022400,Ms. Shashi Misra,Indian Administrative Service,Maharashtra,1,P.G.,History,First,Supremo,Social Science and Liberal Arts
MP021000,Shri Surendra Nath,Indian Administrative Service,Madhya Pradesh,0,Graduate,Physics,First,Supremo,Natural Sciences
MP021000,Shri Surendra Nath,Indian Administrative Service,Madhya Pradesh,1,LL.B.,Law,First,Supremo,"Governance, Law and Management"
MP021000,Shri Surendra Nath,Indian Administrative Service,Madhya Pradesh,2,M.Phil.,Social Sciences,-,Supremo,Social Science and Liberal Arts
MP021000,Shri Surendra Nath,Indian Administrative Service,Madhya Pradesh,3,P.G.,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
MP021008,Shri Rc Srivastava,Indian Administrative Service,Madhya Pradesh,0,Graduate,Physics,First,Supremo,Natural Sciences
MP021008,Shri Rc Srivastava,Indian Administrative Service,Madhya Pradesh,1,P.G.,Pure Math.,First,Supremo,"Engineering, Technology and Mathematics"
MP021100,Shri Arun Kshetrapal,Indian Administrative Service,Madhya Pradesh,0,Graduate,Economics,Third,Supremo,Social Science and Liberal Arts
MP021100,Shri Arun Kshetrapal,Indian Administrative Service,Madhya Pradesh,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
MP021200,Shri H Mishra,Indian Administrative Service,Madhya Pradesh,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
MP021200,Shri H Mishra,Indian Administrative Service,Madhya Pradesh,1,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
MP021500,Shri Nanhey Singh,Indian Administrative Service,Madhya Pradesh,0,Graduate,English Lit,Second,Supremo,Languages and Fine Arts
MP021500,Shri Nanhey Singh,Indian Administrative Service,Madhya Pradesh,1,P.G.,English Lit,Third,Supremo,Languages and Fine Arts
MP021600,Shri Ln Meena,Indian Administrative Service,Madhya Pradesh,0,Graduate,Commerce,Second,Supremo,Finance
MP021600,Shri Ln Meena,Indian Administrative Service,Madhya Pradesh,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
MP021700,Shri Atul Sinha,Indian Administrative Service,Madhya Pradesh,0,Graduate,Physics,First,Supremo,Natural Sciences
MP021700,Shri Atul Sinha,Indian Administrative Service,Madhya Pradesh,1,P.G.,Physics,First,Supremo,Natural Sciences
MP021800,Ms. Shashi Jain,Indian Administrative Service,Madhya Pradesh,0,Graduate,English,Second,Supremo,Languages and Fine Arts
MP021800,Ms. Shashi Jain,Indian Administrative Service,Madhya Pradesh,1,P.G.,Philosophy,First,Supremo,Social Science and Liberal Arts
MT002700,Shri B S Lamba,Indian Administrative Service,Manipur-Tripura,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
MT002700,Shri B S Lamba,Indian Administrative Service,Manipur-Tripura,1,P.G.,Development Economics,Ordinary,Supremo,Social Science and Liberal Arts
MT002700,Shri B S Lamba,Indian Administrative Service,Manipur-Tripura,2,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
NL001101,Shri K M Chadha,Indian Administrative Service,Nagaland,0,Certificate,French,Ordinary,Supremo,Languages and Fine Arts
NL001101,Shri K M Chadha,Indian Administrative Service,Nagaland,1,Certificate,Italian,Ordinary,Supremo,Languages and Fine Arts
NL001101,Shri K M Chadha,Indian Administrative Service,Nagaland,2,Graduate,English,Second,Supremo,Languages and Fine Arts
NL001102,Shri Achyut Madhav Gokhale,Indian Administrative Service,Nagaland,0,Graduate,Physics,First,Supremo,Natural Sciences
NL001103,Shri Rentsamo Ezung,Indian Administrative Service,Nagaland,0,Graduate,English,Ordinary,Supremo,Languages and Fine Arts
OR014800,Shri Srinibas Rath,Indian Administrative Service,Odisha,0,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
OR014800,Shri Srinibas Rath,Indian Administrative Service,Odisha,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
OR014900,Dr. Ijs Khurana,Indian Administrative Service,Odisha,0,Diploma,Cost Acct,Ordinary,Supremo,Finance
OR014900,Dr. Ijs Khurana,Indian Administrative Service,Odisha,1,Graduate,Commerce,First,Supremo,Finance
OR014900,Dr. Ijs Khurana,Indian Administrative Service,Odisha,2,P.G.,Commerce,First,Supremo,Finance
OR014900,Dr. Ijs Khurana,Indian Administrative Service,Odisha,3,Ph. D.,Textile Engg.,Ordinary,Supremo,"Engineering, Technology and Mathematics"
OR015000,Shri Madan Mohan Mohanty,Indian Administrative Service,Odisha,0,Graduate,English,First,Supremo,Languages and Fine Arts
OR015000,Shri Madan Mohan Mohanty,Indian Administrative Service,Odisha,1,P.G.,English Lit,First,Supremo,Languages and Fine Arts
OR015100,Shri Sc Hota,Indian Administrative Service,Odisha,0,Graduate,Economics,First,Supremo,Social Science and Liberal Arts
OR015100,Shri Sc Hota,Indian Administrative Service,Odisha,1,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
OR015200,Shri Santosh Nautiyal,Indian Administrative Service,Odisha,0,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
OR015200,Shri Santosh Nautiyal,Indian Administrative Service,Odisha,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
OR015200,Shri Santosh Nautiyal,Indian Administrative Service,Odisha,2,P.G.,Public Admn,Ordinary,Supremo,"Governance, Law and Management"
OR015300,Shri H S Sarkar,Indian Administrative Service,Odisha,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
OR015300,Shri H S Sarkar,Indian Administrative Service,Odisha,1,P.G.,History,Second,Supremo,Social Science and Liberal Arts
OR015301,Shri Arvind Pandit,Indian Administrative Service,Odisha,0,Graduate,English Lit,Second,Supremo,Languages and Fine Arts
PB009700,Shri Surjit Singh,Indian Administrative Service,Punjab,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
PB009700,Shri Surjit Singh,Indian Administrative Service,Punjab,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
PB009700,Shri Surjit Singh,Indian Administrative Service,Punjab,2,P.G.,Public Admn,Second,Supremo,"Governance, Law and Management"
PB009800,Shri Ravi Sawhney,Indian Administrative Service,Punjab,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
PB009800,Shri Ravi Sawhney,Indian Administrative Service,Punjab,1,Graduate,Law,First,Supremo,"Governance, Law and Management"
PB009900,Shri Jai Singh Gill,Indian Administrative Service,Punjab,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
PB009900,Shri Jai Singh Gill,Indian Administrative Service,Punjab,1,P.G.,History,Second,Supremo,Social Science and Liberal Arts
PB010000,Shri Surendra Kumar Tuteja,Indian Administrative Service,Punjab,0,Diploma,Company Mgt.,Ordinary,Supremo,"Governance, Law and Management"
PB010000,Shri Surendra Kumar Tuteja,Indian Administrative Service,Punjab,1,Graduate,Commerce,First,Supremo,Finance
PB010000,Shri Surendra Kumar Tuteja,Indian Administrative Service,Punjab,2,P.G.,Commerce,First,Supremo,Finance
RJ013900,Shri Nk Varma,Indian Administrative Service,Rajasthan,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
RJ013900,Shri Nk Varma,Indian Administrative Service,Rajasthan,1,Graduate,Law,Ordinary,Supremo,"Governance, Law and Management"
RJ014000,Shri Raghavan Krishan Nair,Indian Administrative Service,Rajasthan,0,Certificate,Intnl.law,Ordinary,Supremo,"Governance, Law and Management"
RJ014000,Shri Raghavan Krishan Nair,Indian Administrative Service,Rajasthan,1,Graduate,Economics,Third,Supremo,Social Science and Liberal Arts
RJ014000,Shri Raghavan Krishan Nair,Indian Administrative Service,Rajasthan,2,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
AP018400,Dr. Dr. V K Agnihotri,Indian Administrative Service,Andhra Pradesh,0,Graduate,English Lit,First,Supremo,Languages and Fine Arts
AP018400,Dr. Dr. V K Agnihotri,Indian Administrative Service,Andhra Pradesh,1,P.G.,English,First,Supremo,Languages and Fine Arts
